Dates,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices
,PSMGN,LRE,BCOM,GSZ.PA,SDFGn.DE,NPOS.PA,ORAN,EDP.LS,PDLI ,CLLN.L,CNPP.PA,HFC.N,RWEG.DE,CTL.N,AZN.L,BOUY.PA,CWC.L,ENI.MI,VIV.PA,BALF.L,UU.L,PFG.L,TOTF.PA,RDSa.AS,LAGA.PA,FTSE,S&P 500,MSCI,CAC,DAX,Oil,USA-10 year Treasury Bond,UK Gilt,EUR/USD,DTWEXM,CBOE volatility,FVX
26-Aug-09,9.9167,5.05,37.9925,41.6756,51.8015,80.0335,26.3874,4.2345,9.14,5,24.5743,11.358484,87.239,32.48,46.17,47.0186,58.9087,23.6518,26.9564,4.85,7.49,10.4,57.035,27.5842,22.3986,"3,878.86",951.13,8783.21,3668.34,"7,476.82",71.43,3.4,3.799,1.4635,75.7141,24.4,2.447
27-Aug-09,9.9016,5.03,38.3506,42.8207,49.3427,80.1253,26.4903,4.3022,9.06,4.81,24.2373,11.166206,88.7771,32.38,46.67,46.1427,58.3133,23.5054,27.08,4.81,7.58,10.4,57.6873,27.6598,22.6109,"3,881.56",954.58,8701.33,3648.53,"7,597.62",72.49,3.4,3.799,1.453,75.4703,23.87,2.485
28-Aug-09,9.8356,5.02,38.1987,42.3016,49.1023,81.4022,25.7327,4.2745,9.05,4.81,24.6426,10.711304,88.3741,32.4,46.2,50.1716,58.9087,23.5597,27.3583,4.77,7.37,10.53,57.6269,27.8199,24.2455,"3,985.18",954.07,8817.51,3693.14,"7,715.98",72.74,3.4,3.799,1.4569,75.0157,23.47,2.457
1-Sep-09,9.2424,4.94,37.3607,41.0434,47.2747,80.3616,24.8692,4.2401,8.81,4.64,23.9912,10.261092,84.9678,31.78,46.14,47.5344,58.5911,23.1345,27.6447,4.71,7.25,10.49,55.8099,27.2367,22.9668,"4,142.82",979.26,8619.68,3583.44,"7,322.81",68.05,3.43,3.545,1.4717,75.6614,23.09,2.328
2-Sep-09,9.0422,4.97,37.6448,41.7309,47.5934,79.6902,25.0513,4.1988,8.89,4.69,23.6679,10.411162,84.6828,31.87,46.03,47.0791,56.646,23.4897,27.535,4.72,7.38,10.5,56.8772,27.7825,22.9886,"4,138.93",982.18,8519.93,3573.13,"7,419.86",68.05,3.43,3.545,1.4685,75.556,24.28,2.26
3-Sep-09,9.6913,4.92,37.2189,41.3947,48.208,79.6897,25.1404,4.2285,9.06,4.77,23.6083,10.60813,83.9454,31.01,45.32,47.637,55.4552,23.5014,27.4189,4.73,7.37,10.28,56.2594,27.549,23.2778,"4,133.51",979.62,8604.8,3553.51,"7,447.23",67.96,3.43,3.545,1.4789,75.3915,25.01,2.28
4-Sep-09,10.2602,4.99,37.547,42.5056,49.4477,80.4805,25.5005,4.277,8.81,4.87,24.0858,10.814478,84.9164,31.18,45.21,48.1573,55.4552,23.75,27.6028,4.81,7.47,10.42,57.4601,27.7012,23.929,"4,123.32",975.15,8745.85,3598.76,"7,567.23",68.02,3.43,3.545,1.4727,75.1119,25.61,2.355
8-Sep-09,11.5277,5.1,38.8626,43.0189,51.5264,83.919,26.7049,4.3881,8.98,4.97,24.3516,10.687856,85.8513,31.54,45.42,48.5583,58.2339,24.5036,28.0508,5,7.51,10.74,59.1085,28.5296,24.6982,"4,078.13",987.48,9035.33,3660.96,"7,893.25",71.1,3.43,3.545,1.4856,74.1898,25.92,2.372
9-Sep-09,11.1813,5.17,38.9381,44.4341,51.3999,85.3845,26.8323,4.4041,8.9,4.91,24.3135,10.683166,86.9161,31.37,45.08,49.9083,60.179,25.0997,27.5236,5.13,7.68,10.6,60.7038,29.1326,25.2674,"4,033.02","1,002.63",9137.05,3707.69,"7,943.81",71.31,3.43,3.545,1.4924,73.9958,25.56,2.375
10-Sep-09,11.2243,5.19,38.8551,44.358,50.8832,86.7699,26.7562,4.3921,8.86,4.9,24.2999,10.851995,86.6498,31.53,44.81,50.5605,60.0599,25.2037,26.944,5.21,7.76,10.72,60.8592,29.1833,25.0226,"4,071.34","1,005.65",9125.71,3705.87,"7,867.74",71.94,3.43,3.545,1.4943,74.0401,24.89,2.281
11-Sep-09,10.9836,5.31,39.0179,44.2038,52.1465,87.5007,26.5703,4.3847,9.15,4.95,24.4727,10.94579,86.549,31.51,45.32,52.0991,59.6232,25.303,27.0666,5.18,7.71,10.83,60.8685,29.0613,24.9487,"4,131.22","1,002.72",9207.89,3734.89,"7,849.97",69.29,3.43,3.545,1.4903,73.6224,24.9,2.288
14-Sep-09,11.0989,5.3,39.168,45.0026,52.0559,90.1161,26.6433,4.4045,8.64,4.97,24.6143,10.912962,86.604,31.48,45.4,51.7292,59.5042,25.4149,27.9773,5.1,7.63,10.6,60.8979,28.9099,24.9591,"4,091.44",997.08,9123.13,3730.61,"7,887.56",68.86,3.43,3.545,1.4963,73.9208,25.67,2.35
15-Sep-09,11.2875,5.25,39.2571,45.4725,52.4621,91.4224,26.9141,4.4168,8.42,4.96,25.2393,11.006756,86.7616,31.68,45.09,52.5749,59.1866,25.6095,28.1809,5.04,7.63,10.51,61.0039,28.9664,25.2533,"3,977.09","1,010.48",9164.24,3752.21,"7,830.19",70.93,3.43,3.545,1.4939,73.7944,24.76,2.392
16-Sep-09,11.5326,5.37,39.6214,45.6892,54.9034,92.1171,27.1914,4.463,8.55,4.91,25.6653,11.639867,87.5379,32.32,45.23,53.8459,60.1393,25.9337,28.8482,4.94,7.72,10.68,61.0465,29.1111,25.9841,"4,064.75","1,007.10",9305.24,3813.79,"7,574.92",72.51,3.43,3.545,1.5008,73.3684,24.99,2.437
17-Sep-09,11.3335,5.33,39.9399,45.2455,56.3072,92.1032,26.941,4.5702,8.42,4.92,25.692,11.639867,88.9505,31.75,45.52,54.022,60.2981,25.9536,29.2667,5.32,7.75,10.83,61.391,29.5275,26.3003,"4,063.75",994.35,9364.08,3835.27,"7,587.20",72.47,3.43,3.545,1.5022,73.2006,25.99,2.378
18-Sep-09,11.0596,5.34,39.9515,45.0401,55.2406,92.4172,26.7446,4.5062,8.48,4.79,25.4431,11.649247,88.2604,31.61,45.23,53.3863,59.6629,25.8401,29.376,4.95,7.61,10.81,61.2472,29.1566,26.4129,"4,116.27","1,005.81",9306.93,3827.84,"7,555.54",72.04,3.43,3.545,1.5,73.607,25.45,2.461
21-Sep-09,10.8734,5.3,40.0819,45.8781,53.0021,90.5163,26.8533,4.4902,8.16,4.67,25.3456,11.808697,87.3513,31.46,45.37,52.8849,58.6705,24.7843,29.4094,4.8,7.55,10.79,61.1683,29.2892,25.945,"4,196.79","1,012.73",9220.65,3812.16,"7,694.35",69.71,3.43,3.545,1.4869,73.8468,24.71,2.461
22-Sep-09,11.1494,5.36,40.4868,45.6401,52.6955,90.8637,27.319,4.5618,8.13,4.61,26.4761,11.475727,88.6424,31.29,46.04,52.4938,57.5194,25.271,30.2084,4.81,7.45,10.89,62.2089,29.7071,27.1949,"4,218.27","1,004.09",9248.67,3823.52,"7,831.42",71.55,3.43,3.545,1.4808,73.2415,24.27,2.425
23-Sep-09,10.708,5.4,40.3134,44.5112,52.1679,89.5924,26.829,4.5542,8,4.5,26.0962,10.912962,87.7913,32.57,45.74,52.7742,57.3606,25.0689,30.3039,4.77,7.44,11,61.1182,29.3329,26.9653,"4,213.86",979.73,9217.01,3821.79,"7,938.67",68.97,3.43,3.545,1.4709,73.454,27.89,2.375
24-Sep-09,10.2313,5.24,39.2249,43.7249,51.1798,87.0351,26.5823,4.5,7.88,4.42,26.018,11.724282,86.7692,32.69,44.08,50.8194,56.8048,24.6988,29.7534,4.62,7.27,10.76,58.7787,28.8323,26.3373,"4,164.94",989.67,9093.02,3758.36,"8,115.57",65.89,3.43,3.545,1.4832,73.9606,26.18,2.377
25-Sep-09,9.7956,5.27,39.3732,43.4706,51.2497,85.3906,26.846,4.4631,8.1,4.35,25.7005,11.738351,86.7674,32.95,43.89,49.9178,57.2018,24.9956,29.5047,4.53,7.24,10.53,58.7,28.7112,26.4571,"4,151.14",996.46,9060.44,3739.14,"8,155.52",66.02,3.43,3.545,1.4715,73.9733,26.26,2.372
28-Sep-09,9.5901,5.28,39.8295,44.6904,51.9167,86.3277,27.323,4.5231,8.11,4.34,26.1242,11.794628,89.9965,33.6,44.93,51.3347,57.5591,25.1009,30.0421,4.46,7.27,10.58,59.748,29.0334,27.0651,"4,187.84","1,007.37",9169.4,3825,"8,192.55",66.84,3.43,3.545,1.4768,73.8696,25.09,2.345
29-Sep-09,10.4706,5.36,39.1043,44.0698,50.9178,85.6546,27.0077,4.528,7.88,4.26,25.9213,12.015044,88.0983,33.78,45.24,50.7488,56.9636,24.8786,29.8128,4.39,7.26,10.6,59.4476,28.8743,26.6004,"4,081.43","1,026.13",9215.57,3814.1,"8,218.53",66.71,3.25,3.592,1.4714,74.2424,25.01,2.342
30-Sep-09,10.7568,5.44,38.9586,44.4101,51.7379,88.5299,26.6432,4.5808,7.78,4.41,25.476,11.658626,88.2461,33.6,44.88,50.8569,56.9636,24.9967,29.9476,4.49,7.31,10.63,59.4257,28.6116,25.9455,"4,102.25","1,025.57",9142.31,3795.41,"8,251.58",70.61,3.25,3.592,1.4876,73.6187,25.14,2.318
1-Oct-09,10.3309,5.39,38.5191,43.0089,50.237,89.6429,25.9506,4.5697,7.77,4.43,25.2931,11.461658,86.4808,33.48,44.08,50.6081,55.4552,24.4976,29.81,4.42,7.22,10.55,58.0184,28.1229,25.557,"4,107.56","1,028.00",9064.28,3720.77,"8,385.08",70.82,3.25,3.592,1.488,74.0155,24.92,2.194
2-Oct-09,10.2566,5.4,38.3018,42.7964,50.123,87.5122,25.7434,4.5222,7.72,4.38,25.7288,11.935319,86.0898,32.62,44,49.214,55.0582,24.3739,28.91,4.28,7.1,10.47,57.2852,27.8268,25.1711,"4,172.40","1,028.12",8899.96,3649.9,"8,446.53",69.95,3.25,3.592,1.4847,74.0516,24.95,2.205
5-Oct-09,10.4147,5.42,39.3956,43.768,50.5891,89.2145,26.4102,4.5995,8,4.44,25.5533,11.888422,86.9321,33.4,44.34,51.363,55.4155,24.5353,29.7684,4.39,7.14,10.52,57.3467,27.8604,26.0418,"4,233.14","1,030.98",8982.53,3675.01,"8,388.60",70.41,3.25,3.592,1.4993,73.7094,24.68,2.215
6-Oct-09,10.8905,5.4,39.4929,44.5334,52.4737,90.4911,26.6008,4.6653,8.25,4.46,25.3941,12.226081,88.5159,33.58,44.28,53.0104,56.0109,25.372,29.8516,4.43,7.18,10.72,59.2871,28.6612,26.4595,"4,286.56","1,028.93",9201.23,3770.21,"8,318.15",70.88,3.25,3.592,1.4982,72.9916,24.76,2.237
7-Oct-09,10.8081,5.5,38.8049,44.2751,53.2089,90.6855,26.4182,4.6698,8.27,4.44,25.8895,12.474636,88.2119,32.96,43.98,52.7409,55.2567,25.1112,29.5949,4.39,7.26,10.81,58.681,28.386,27.727,"4,349.77","1,020.62",9226.35,3756.41,"8,442.46",69.57,3.25,3.592,1.4981,73.2703,26.01,2.162
8-Oct-09,11.5354,5.67,39.1242,44.6996,54.5532,93.2972,26.5684,4.7325,8.48,4.79,25.9509,12.662225,88.9914,32.86,44.39,53.7727,55.8124,25.4222,29.6256,4.49,7.25,10.91,59.3481,28.5871,28.3476,"4,365.25",998.04,9373.44,3806.81,"8,398.58",71.69,3.25,3.592,1.4842,72.7122,29.15,2.225
9-Oct-09,11.8553,5.59,38.8501,44.3139,53.5432,94.1997,26.2363,4.7171,8.5,4.59,27.12,13.028022,88.2554,32.58,43.88,54.4314,55.217,25.2275,29.067,4.31,7.14,10.95,59.3944,28.5853,27.9173,"4,391.32",994.75,9377.3,3799.61,"8,216.13",71.77,3.25,3.592,1.4914,72.8897,28.9,2.346
12-Oct-09,12.0384,5.47,39.5421,44.2984,53.885,95.4424,26.5362,4.7075,8.67,4.53,27.7622,12.863882,88.5608,32.8,44.31,55.2363,55.614,25.5835,29.5326,4.33,7.06,11.13,60.5465,29.0473,29.1401,"4,367.36","1,003.24",9460.09,3845.8,"8,196.87",73.27,3.25,3.592,1.4971,72.8897,27.1,2.348
13-Oct-09,11.9739,5.45,39.6877,43.9737,53.4061,93.5148,26.3396,4.6425,8.87,4.59,26.8447,12.981125,88.0256,33.34,44.18,54.3357,55.614,25.8494,29.156,4.37,7.08,10.93,60.4935,29.088,28.4802,"4,366.85","1,016.40",9388.83,3801.39,"8,385.93",74.15,3.25,3.592,1.4867,72.3651,25.26,2.261
14-Oct-09,12.581,5.44,40.071,44.6676,55.4759,93.2219,26.5275,4.7473,8.97,4.65,27.0013,13.951896,88.2162,33.44,44.5,55.3085,55.2964,26.6096,29.7662,4.38,7.02,11.07,62.5616,29.9302,29.0097,"4,436.59","1,025.39",9541.33,3882.67,"8,332.03",75.18,3.25,3.592,1.4964,72.1327,25.62,2.341
15-Oct-09,13.4188,5.53,40.107,44.7244,54.9939,92.6181,26.3669,4.6846,9.05,4.69,27.1776,13.956585,86.5963,33.98,45.03,55.5805,55.5346,26.7778,29.269,4.51,7.12,11.38,62.5588,30.0877,28.751,"4,458.66","1,033.37",9485.17,3883.83,"8,305.64",77.58,3.25,3.592,1.4918,72.0655,24.32,2.387
16-Oct-09,12.5781,5.54,39.9547,44.0306,55.0583,92.3256,25.9609,4.6646,8.97,4.73,27.0041,13.914378,86.1375,33.62,44.95,54.7682,55.217,26.8252,28.9092,4.59,7.11,11.56,62.8158,30.5286,28.5287,"4,414.75","1,044.14",9426.2,3827.6,"8,070.78",78.53,3.25,3.592,1.486,72.3752,23.55,2.356
19-Oct-09,13.0925,5.45,40.4896,44.7391,57.0956,92.2397,26.2374,4.6475,8.57,4.8,27.4831,14.660042,86.8964,34.34,46.19,55.6021,55.0979,27.2624,29.2066,4.72,7.19,11.63,63.9065,31.2949,28.9893,"4,364.76","1,042.73",9546.64,3892.36,"7,966.17",79.61,3.25,3.592,1.4965,72.037,24.15,2.346
20-Oct-09,13.0268,5.41,41.0822,45.1157,57.9249,92.5048,26.3897,4.6326,8.42,4.75,27.9396,15.157152,87.7794,33.93,45.26,54.6318,55.4949,26.7856,29.2033,4.71,7.22,11.65,63.6326,31.2075,29.0345,"4,411.08","1,049.34",9486.28,3871.45,"8,069.33",79.09,3.25,3.592,1.496,72.5298,23.86,2.282
21-Oct-09,13.057,5.46,41.2271,45.2717,58.0788,91.985,27.0145,4.6675,8.64,4.86,27.945,15.410396,88.7697,33.56,45.65,54.1865,57.0033,27.1946,29.1567,4.83,7.34,11.76,64.2644,31.7195,28.9138,"4,404.92","1,052.63",9421.04,3873.22,"8,326.30",81.37,3.25,3.592,1.5139,72.0528,23.42,2.365
22-Oct-09,12.5434,5.52,41.8363,45.0059,57.25,91.0928,27.0697,4.6058,8.52,5.02,27.2687,15.011771,88.41,33.75,45.85,53.5009,57.0033,26.9645,28.726,4.74,7.32,11.67,63.836,31.3509,28.3885,"4,276.28","1,068.76",9318.91,3820.85,"8,283.41",81.19,3.25,3.592,1.5011,72.2594,23.69,2.36
23-Oct-09,12.8549,5.39,40.8823,44.2948,58.3034,90.1008,26.6549,4.5855,8.5,4.94,27.0186,14.777285,87.3823,33.12,45.15,52.9497,55.9712,26.5949,28.4805,4.68,7.16,11.35,63.4947,31.1923,28.117,"4,247.85","1,065.49",9323.65,3808.24,"8,454.17",80.5,3.25,3.592,1.4965,72.4086,23.65,2.427
26-Oct-09,11.7316,5.43,40.7485,43.4472,55.7647,89.0944,26.2364,4.5351,8.33,4.96,25.8052,14.397418,86.4925,32.7,45.31,50.7182,57.7972,26.0208,27.9873,4.58,7.18,11.29,62.2417,31.0093,27.2754,"4,297.26","1,068.30",9186.1,3744.45,"8,411.95",78.68,3.25,3.592,1.5007,72.8346,23.92,2.495
27-Oct-09,11.1504,5.41,40.1297,43.1654,54.82,88.2762,26.1658,4.5461,7.98,4.92,25.6216,13.440717,85.786,32.62,46.35,50.7545,58.7896,26.1806,27.9298,4.52,7.3,11.33,63.0821,31.6743,26.0995,"4,315.25","1,064.66",9141.28,3743.95,"8,542.44",79.55,3.25,3.592,1.5087,73.183,24.06,2.383
28-Oct-09,10.0462,5.4,39.567,42.8029,52.7798,85.8139,26.123,4.4186,8.23,4.88,24.9279,14.313004,85.7149,32.29,45.68,48.9513,58.1545,25.8289,27.3088,4.35,7.26,11.13,61.6965,31.1682,25.5111,"4,304.48","1,071.66",8849.5,3663.78,"8,489.16",77.46,3.25,3.592,1.5044,73.4268,23.08,2.334
29-Oct-09,11.302,5.51,39.8683,43.1981,54.065,87.8776,25.9856,4.4733,8.41,4.9,25.1402,13.604857,85.7697,32.98,45.57,50.7994,58.869,26.0746,27.7023,4.44,7.33,11.46,62.2942,30.8208,26.3111,"4,220.46","1,060.87",8962.41,3714.02,"8,736.74",79.87,3.27,3.612,1.5068,73.1332,23.49,2.445
30-Oct-09,10.4329,5.52,37.5232,41.945,51.8669,86.5314,24.8094,4.4248,8.21,4.84,24.1951,13.38913,83.4576,32.46,45.09,47.3086,57.5591,24.883,26.9355,4.37,7.24,11.21,59.7943,29.739,25.2471,"4,166.39","1,050.78",8885.77,3607.69,"8,712.92",77,3.27,3.612,1.485,73.343,24.95,2.322
2-Nov-09,10.6625,5.6,38.2934,42.2882,52.0678,87.455,25.3197,4.4747,8.24,4.82,24.2786,13.726789,83.9407,32.74,44.6,49.0297,58.9484,25.3271,26.8897,4.42,7.17,11.31,60.7703,29.6837,25.6218,"4,197.23","1,044.38",8917.89,3639.46,"8,559.32",78.13,3.27,3.612,1.4819,73.1551,25.61,2.332
3-Nov-09,10.2557,5.63,38.1243,41.4791,52.4218,86.7004,24.8668,4.4216,8.24,4.81,24.2746,13.431338,82.5161,32.77,44.17,48.1225,58.4324,24.808,26.4712,4.32,7.15,11.19,60.2616,29.7151,25.2538,"4,286.85","1,062.98",8756.68,3584.25,"8,757.12",79.6,3.27,3.612,1.4698,73.4573,24.88,2.358
4-Nov-09,11.7521,5.7,38.9902,42.9398,54.3386,87.963,25.5869,4.6101,8.35,4.89,25.3563,13.464166,83.806,33.18,44.76,50.5043,58.7499,25.3935,27.36,4.37,7.28,11.02,61.9366,29.9307,26.4515,"4,279.30","1,060.61",8992.75,3670.33,"8,682.19",80.4,3.27,3.612,1.4724,72.9452,25.19,2.378
5-Nov-09,10.6541,5.74,39.3206,43.1224,54.6071,87.5756,25.8392,4.5965,8.19,5.02,25.2106,13.126506,83.574,34.27,44.82,52.043,55.1376,25.6384,27.8353,4.39,7.36,11.16,62.7046,30.2289,25.6547,"4,351.94","1,057.08",9020.4,3708.73,"8,754.92",79.62,3.27,3.612,1.4734,72.8447,25.61,2.343
6-Nov-09,11.3728,5.71,39.3295,42.8705,54.584,87.7174,25.6555,4.5565,8.19,5.06,25.2361,12.999884,83.6418,34.54,44.81,51.5337,55.1773,25.5516,27.7159,4.33,7.38,11.26,62.3794,30.0428,25.1841,"4,292.46","1,029.85",9082.69,3707.29,"8,657.08",77.43,3.27,3.612,1.4621,72.9171,28.27,2.303
9-Nov-09,11.9494,5.72,39.9712,44.0043,55.5047,89.5413,26.1627,4.6028,8.18,5.15,26.2152,13.332854,86.1594,34.99,45.86,53.4499,54.304,26.2827,28.7284,4.48,7.51,11.46,64.3348,30.968,25.1771,"4,321.39","1,025.21",9202.55,3785.49,"8,610.33",79.43,3.27,3.612,1.4655,72.1823,28.68,2.296
10-Nov-09,11.8058,5.71,39.852,43.9046,54.8248,88.3969,26.0761,4.6219,8.28,5.15,26.1847,13.192162,86.4947,34.74,45.53,53.2533,53.391,25.9787,28.5986,4.42,7.63,11.39,64.31,31.0426,24.9625,"4,312.13","1,040.46",9120.96,3785.59,"8,389.33",79.05,3.27,3.612,1.4533,72.1706,26.84,2.296
11-Nov-09,12.3294,5.64,39.4975,44.4038,53.7563,89.485,25.9622,4.6291,8.2,5.15,26.1831,13.276577,87.3862,34.59,45.51,53.4823,53.1131,26.067,28.6404,4.47,7.66,11.31,64.7032,31.1681,25.057,"4,409.01","1,054.72",9226.58,3814.39,"8,344.35",79.28,3.27,3.612,1.4536,71.8394,25.7,2.29
12-Nov-09,12.4674,5.63,39.2276,43.9697,54.1722,88.7428,25.7213,4.5847,8.23,5.18,26.1184,13.365682,86.7588,34.21,45.57,53.528,53.8276,25.6323,28.1808,4.46,7.83,11.29,63.8135,30.7973,25.0395,"4,462.91","1,057.58",9295.92,3808.07,"8,084.41",76.94,3.27,3.612,1.4344,72.5036,24.68,2.258
13-Nov-09,12.2295,5.62,39.4327,44.2424,54.859,90.0849,25.9728,4.6323,8.39,5.21,26.1778,13.703341,87.5336,34.65,46.06,52.4452,53.7086,25.9504,28.5916,4.57,7.89,11.31,62.885,31.0361,25.2605,"4,457.62","1,065.48",9373.74,3806.01,"8,287.28",76.35,3.27,3.612,1.4341,72.2546,24.18,2.263
16-Nov-09,12.5906,5.62,39.5982,44.8605,54.5149,90.606,26.1094,4.6709,8.42,5.26,27.0638,13.328164,88.9771,34.78,46.39,53.7457,54.8994,26.2591,27.9619,4.65,7.93,11.37,64.1356,31.5812,25.8614,"4,548.32","1,071.49",9523.27,3863.16,"7,968.10",78.9,3.27,3.612,1.4283,71.8777,23.12,2.179
17-Nov-09,12.414,5.55,38.8847,43.9915,56.5747,89.9476,25.8166,4.6132,8.28,5.2,26.8796,13.145265,88.0486,34.78,45.26,52.1386,55.8521,25.9578,27.9044,4.64,7.99,11.22,63.3335,31.3843,25.5701,"4,509.91","1,076.19",9401.15,3829.06,"8,020.23",79.14,3.27,3.612,1.4249,72.506,23.01,2.169
18-Nov-09,12.5698,4.74,38.9513,44.3833,57.5822,89.9146,26,4.6254,8.01,5.15,26.7557,12.291737,89.604,34.65,45.35,52.5536,53.9467,26.0523,28.0937,4.64,7.99,11.12,63.5821,31.4244,25.9828,"4,575.95","1,073.19",9431.05,3828.16,"7,876.98",79.58,3.27,3.612,1.4326,71.9745,22.99,2.196
19-Nov-09,11.8748,4.7,38.578,43.1579,55.793,89.3146,25.4278,4.5351,7.9,5,26.5727,12.343324,88.4783,34.79,45.09,50.9824,53.8276,25.6441,27.6681,4.49,7.89,11.02,62.693,30.8132,25.0139,"4,536.81","1,092.02",9236.9,3760.22,"8,098.88",77.46,3.27,3.612,1.4374,72.4431,22.86,2.161
20-Nov-09,12.0811,4.71,38.1901,43.2127,56.9141,89.8902,25.1207,4.5412,7.86,4.94,26.4656,12.169805,87.6962,35.61,44.49,50.5535,54.82,25.039,27.3447,4.45,7.83,10.98,61.587,30.1731,24.6972,"4,477.46","1,096.56",9167.6,3729.36,"8,155.65",76.72,3.27,3.612,1.4396,72.6985,21.72,2.17
23-Nov-09,12.8698,4.75,38.9387,43.907,58.8909,88.6949,25.5152,4.6092,7.95,5.01,27.4644,12.118218,89.8084,35.54,45.38,52.7139,55.1773,25.8145,27.8637,4.46,7.94,11.21,63.9002,31.0447,25.3259,"4,436.49","1,087.68",9270.11,3813.17,"8,148.37",77.56,3.27,3.612,1.4382,72.1814,21.43,2.173
24-Nov-09,12.8656,4.72,37.4149,43.5934,59.0133,89.1083,25.5068,4.6077,8.37,4.94,27.4553,12.441808,89.5657,35.67,44.92,51.9485,55.4552,25.3871,27.3623,4.43,8.05,11.07,63.6772,30.8774,24.9134,"4,455.69","1,097.91",9181.18,3784.62,"8,425.62",76.02,3.27,3.612,1.4352,72.3221,21.49,2.107
25-Nov-09,12.9892,4.76,37.9986,44.3948,62.1302,89.3379,26.3417,4.7037,6.63,4.98,27.7269,11.996285,90.68,36.22,46.43,52.2292,57.043,25.8875,28.8762,4.39,8.09,11.3,64.4993,31.277,25.2535,"4,347.41","1,091.06",9170.76,3809.16,"8,409.67",77.96,3.27,3.612,1.4332,71.6128,20.9,2.117
27-Nov-09,12.7651,4.66,37.734,42.7173,61.0269,87.6764,25.9342,4.6062,6.5,4.76,26.9593,11.935319,88.273,36.31,45,50.1025,56.8048,25.0363,28.0737,4.23,7.9,10.89,62.6506,30.2665,24.0756,"4,340.55","1,092.91",9031.54,3721.45,"8,406.50",76.05,3.27,3.612,1.4323,72.1116,20.69,2.047
30-Nov-09,13.011,4.64,37.8399,41.7342,60.2077,86.1462,25.9995,4.5831,6.7,4.63,26.7461,11.855594,87.152,35.59,44.7,49.7254,56.3285,24.7614,27.8693,4.2,7.84,10.66,61.8435,29.6987,23.7085,"4,372.81","1,079.60",8918.44,3680.15,"8,481.35",77.28,3.28,3.525,1.4411,71.8795,22.27,2.006
1-Dec-09,13.4878,4.72,37.876,42.9981,64.5424,86.3385,26.6664,4.6529,6.51,4.88,26.8361,11.968147,89.6958,35.95,45.76,52.7519,57.2415,25.6178,29.1278,4.36,8.01,11.06,63.6975,30.4909,24.7091,"4,319.44","1,066.95",9135.11,3775.74,"8,690.37",78.37,3.28,3.525,1.4368,71.3403,24.31,2.031
2-Dec-09,13.2988,4.72,37.7603,43.0557,64.734,84.2369,26.545,4.6666,6.34,4.98,26.3457,11.771179,90.054,36.55,45.99,51.7812,57.4797,25.5747,29.4521,4.38,8.13,11.07,63.7712,30.5392,25.2166,"4,426.29","1,063.41",9169.04,3795.92,"8,590.80",76.6,3.28,3.525,1.4412,71.5406,24.83,2.089
3-Dec-09,12.9132,4.66,38.1671,43.1245,65.636,83.0339,26.4443,4.6274,6.37,4.92,26.9264,11.893112,90.6129,36.22,45.9,52.6776,56.4476,25.5854,29.1784,4.36,8.16,11.1,64.2648,30.5051,25.0303,"4,448.46","1,042.63",9175.84,3799.11,"8,660.59",76.46,3.28,3.525,1.4318,71.8006,27.91,2.128
4-Dec-09,13.1423,4.64,37.7933,43.7778,64.4342,82.3162,26.4627,4.5887,6.49,4.85,26.2363,11.874353,90.2899,36.34,46.76,52.7027,56.7651,25.4084,29.4605,4.27,8.15,11.05,64.1001,30.6504,25.0942,"4,472.71","1,066.11",9195.95,3846.62,"8,506.53",75.47,3.28,3.525,1.4412,72.4428,24.76,2.248
7-Dec-09,13.263,4.67,37.3142,43.6049,63.0548,83.7082,26.2,4.5731,6.6,4.86,26.1814,11.611729,89.4677,36.7,46.44,51.6145,56.8048,25.3108,29.1838,4.25,8.22,11.11,63.8921,30.4901,24.7818,"4,586.72","1,036.19",9173.25,3840.05,"8,415.41",73.93,3.28,3.525,1.4513,72.5636,30.69,2.188
8-Dec-09,12.7874,4.63,36.8114,42.8597,60.4092,81.9381,25.4865,4.5123,6.62,4.78,25.8466,11.733661,88.1374,36.53,45.64,50.3116,56.4079,24.6193,28.6755,4.11,8.07,10.96,62.4816,29.8812,24.4282,"4,573.54","1,042.88",9031.76,3785.3,"8,681.86",72.62,3.28,3.525,1.4494,72.8405,29.78,2.108
9-Dec-09,12.7069,4.6,36.6335,42.6998,60.2362,81.7779,25.2886,4.5335,6.81,4.7,25.1634,11.775869,88.461,35.87,45.47,50.4888,56.13,24.5745,28.4198,3.99,8.02,10.89,62.327,29.7647,23.7825,"4,562.04","1,045.41",8919.49,3757.39,"8,630.88",70.67,3.28,3.525,1.451,72.7282,28.81,2.133
10-Dec-09,12.7744,4.62,36.4226,43.2076,61.2937,79.7406,25.3205,4.5528,6.91,4.81,25.2873,11.569522,88.9969,36.24,45.51,50.2726,56.5667,24.6648,28.6102,4.05,8.03,10.9,63.0323,29.7554,24.1966,"4,578.85","1,046.50",8958.6,3798.38,"8,785.13",70.54,3.28,3.525,1.4502,72.7032,27.72,2.178
