Dates,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices,Prices
,PSMGN,LRE,BCOM,GSZ.PA,SDFGn.DE,NPOS.PA,ORAN,EDP.LS,PDLI ,CLLN.L,CNPP.PA,HFC.N,RWEG.DE,CTL.N,AZN.L,BOUY.PA,CWC.L,ENI.MI,VIV.PA,BALF.L,UU.L,PFG.L,TOTF.PA,RDSa.AS,LAGA.PA,FTSE,S&P 500,MSCI,CAC,DAX,Oil,USA-10 year Treasury Bond,UK Gilt,EUR/USD,DTWEXM,CBOE volatility,FVX
6-Oct-10,23.9001,6.04,40.1006,36.6166,62.2518,78.6788,22.3672,3.5272,5.34,5.2,18.6672,13.839343,65.0517,40.26,51.43,44.0584,56.9,22.4647,27.1009,4.29,9.27,9.53,53.9111,31.4255,22.164,"4,562.64","1,091.84",10800.23,3764.91,"8,231.90",83.23,2.46,2.947,1.4198,72.175,23.8,1.164
7-Oct-10,23.8135,6.01,39.6335,37.3705,61.8316,79.5569,22.4279,3.5706,5.34,5.19,19.0578,13.848722,65.3429,40.06,52.06,43.9088,57.5,22.5184,27.2231,4.19,9.3,9.54,53.6291,31.3893,22.2336,"4,580.10","1,098.87",10765.62,3770.47,"8,495.14",81.67,2.46,2.947,1.4031,72.3025,23.25,1.14
8-Oct-10,24.6738,6.05,39.6593,37.7077,64.3052,78.6606,22.3807,3.6244,5.37,5.23,19.3975,14.162933,64.6271,39.76,52.25,44.0992,55.65,22.5828,27.4056,4.19,9.37,9.58,53.6133,31.3441,21.9803,"4,566.40","1,104.18",10724.91,3763.18,"8,447.66",82.66,2.46,2.947,1.3921,72.1319,22.81,1.101
11-Oct-10,25.1103,6.05,39.2817,37.714,63.7468,78.5977,22.301,3.6348,5.43,5.21,19.2836,14.327073,64.6134,39.76,52.31,44.7199,56.3,22.5993,27.2875,4.19,9.32,9.61,53.2796,31.3532,21.9134,"4,545.39","1,109.55",10804.84,3768.49,"8,522.32",82.21,2.46,2.947,1.3777,72.1319,21.99,1.075
12-Oct-10,25.133,5.99,39.614,37.0729,63.8211,78.8042,22.1393,3.5827,5.43,5.21,19.2361,14.233278,63.4951,39.79,52.48,44.028,55.25,22.1254,26.9835,4.17,9.27,9.46,52.9046,31.1551,21.9319,"4,596.16","1,121.90",10753.56,3748.86,"8,513.34",81.67,2.46,2.947,1.3782,72.2637,21.21,1.136
13-Oct-10,26.0391,6.12,40.0709,38.5491,64.9652,80.148,22.5905,3.6301,5.58,5.37,19.2815,15.208739,64.4306,39.89,53.09,44.5388,54.95,22.5905,27.6988,4.19,9.35,9.53,54.3122,31.6868,22.466,"4,594.58","1,121.10",10902,3828.34,"8,490.11",83.01,2.46,2.947,1.3655,71.8293,21.56,1.12
14-Oct-10,25.5867,6.13,40.1504,38.8552,65.0191,80.536,22.9049,3.7264,5.56,5.5,19.6669,15.569847,65.5676,40.02,53.42,45.0213,54.65,22.7782,27.7926,4.29,9.36,9.49,54.7703,31.8092,22.2919,"4,586.31","1,125.07",10882.66,3819.17,"8,564.77",82.69,2.46,2.947,1.3691,71.5085,22.1,1.175
15-Oct-10,25.7788,6.06,39.8247,38.8744,64.8768,80.3114,23.2072,3.7442,5.52,5.5,19.5665,15.480742,65.8697,39.88,53.13,45.1706,53.2,22.6831,27.8619,4.26,9.28,9.43,54.7721,31.6488,22.1734,"4,585.95","1,124.66",10833.51,3827.37,"8,391.65",81.25,2.46,2.947,1.3583,71.7903,21.72,1.186
18-Oct-10,26.3422,6.08,39.8689,38.7812,65.2768,80.5872,23.2882,3.761,5.64,5.44,19.5231,15.612054,66.5715,39.91,53.4,44.9589,54.3,22.7304,27.8339,4.23,9.29,9.46,55.1248,31.8296,22.1436,"4,672.51","1,125.59",10875.09,3834.5,"8,597.75",83.08,2.46,2.947,1.3492,71.92,22.01,1.118
19-Oct-10,26.022,5.99,39.0399,37.8864,63.3042,79.3962,22.8705,3.7351,5.47,5.36,19.2247,15.748056,65.4366,39.52,52.06,43.798,53.75,22.1771,27.2756,4.15,9.28,9.33,53.3691,31.0479,21.8396,"4,658.06","1,142.71",10826.21,3807.17,"8,738.84",79.49,2.46,2.947,1.3518,72.754,21.5,1.097
20-Oct-10,26.6991,5.99,39.518,38.6801,64.1574,80.5862,23.1871,3.7395,5.59,5.41,19.5286,15.902816,66.529,40.21,52.83,44.9709,53.85,22.7054,27.7702,4.15,9.38,9.27,54.5152,31.5096,22.1892,"4,652.28","1,139.78",10831.86,3828.15,"8,740.32",81.77,2.46,2.947,1.3644,72.2355,22.35,1.09
21-Oct-10,27.158,5.91,39.4702,39.2614,64.4079,80.7857,23.2186,3.7166,5.51,5.48,19.3488,14.871079,66.8355,40.47,51.87,45.8386,54.1,22.6896,27.858,4.22,9.48,8.88,54.476,31.3131,22.445,"4,642.97","1,134.28",10904.69,3878.27,"8,770.59",80.56,2.46,2.947,1.3684,72.2108,22.51,1.126
22-Oct-10,27.054,6.01,39.343,39.3012,64.6185,81.4352,23.2529,3.7439,5.59,5.51,19.3751,15.124324,66.6961,40.59,51.82,45.4666,53.1,22.5833,27.7674,4.25,9.43,9.27,54.638,31.4549,22.5693,"4,604.21","1,124.83",10894.73,3868.54,"8,753.24",81.69,2.46,2.947,1.3625,72.5335,23.87,1.145
25-Oct-10,27.137,6.11,39.4454,39.215,65.4794,81.4895,23.3112,3.756,5.64,5.54,19.2968,15.602675,66.8693,40.92,51.91,45.1632,52.25,22.5921,27.7278,4.29,9.47,9.28,54.5254,31.5284,22.5648,"4,670.37","1,148.67",10978.14,3870,"8,778.54",82.52,2.35,3.069,1.3371,72.0139,21.71,1.173
26-Oct-10,26.152,6.09,39.0825,39.2211,66.8699,81.3341,23.2624,3.7503,5.55,5.56,19.2017,15.67771,66.4506,41.04,51.69,44.7509,53.9,22.2022,27.347,4.4,9.48,9.13,54.2236,31.6125,22.3119,"4,643.66","1,142.16",10940.72,3852.66,"8,983.87",82.55,2.35,3.069,1.3329,72.4073,22.54,1.247
27-Oct-10,24.9202,6,38.7364,38.282,68.0279,80.6913,22.9651,3.6816,5.18,5.52,19.289,15.386948,66.3804,40.88,51.19,43.6791,53.4,21.6296,26.8344,4.34,9.46,8.86,53.1446,31.1984,22.4836,"4,727.19","1,147.70",10827.28,3815.77,"9,087.71",81.94,2.35,3.069,1.3361,72.9226,22.6,1.304
28-Oct-10,25.4939,6.04,39.5642,39.3553,69.0076,81.4132,23.9614,3.7753,5.18,5.54,19.8309,15.457293,67.762,41.2,50.05,44.4262,53.35,22.4987,27.4487,4.4,9.62,8.95,54.4148,31.721,23.0952,"4,769.66","1,144.73",10848.83,3834.84,"9,073.67",82.18,2.35,3.069,1.324,72.1961,23.25,1.237
29-Oct-10,26.4854,6.06,39.3166,40,69.749,82.1116,24.0795,3.834,5.23,5.52,20,15.34943,68.237,41.38,50.19,44.1632,53.45,22.5802,27.6623,4.44,9.8,9.15,54.4561,32.5035,23.8052,"4,748.86","1,141.20",10843.5,3833.5,"9,087.48",81.43,2.35,3.069,1.3118,72.1409,23.7,1.179
1-Nov-10,26.7226,6.1,38.8964,39.5353,69.5149,81.8391,23.9239,3.8209,5.23,5.53,19.7919,15.668331,67.5842,41.44,49.9,43.952,53.05,22.4309,27.1509,4.41,9.81,9.25,54.5147,32.7991,24.1473,"4,769.18","1,146.24",10875.28,3841.11,"8,912.97",82.95,2.35,3.069,1.2977,72.0594,22.5,1.163
2-Nov-10,27.0915,6.08,39.6617,40.3425,71.3784,82.5726,24.3683,3.8813,5.4,5.53,20.073,15.363499,68.6643,41.83,50.44,44.5256,53.8,22.8383,27.4402,4.44,9.91,9.2,55.9377,33.71,25.0222,"4,759.21","1,137.03",10927.5,3865.72,"9,110.85",83.9,2.35,3.069,1.3142,71.6863,23.53,1.153
3-Nov-10,28.9792,6.13,39.8552,39.735,72.257,83.81,24.3049,3.7847,5.41,5.56,20.0478,15.827781,68.6589,42.24,50.09,45.1023,54.05,22.9259,27.4421,4.42,9.84,8.82,55.9712,33.4413,24.6715,"4,726.53","1,160.75",10876.28,3842.94,"9,202.54",84.69,2.35,3.069,1.3224,71.7685,21.76,1.121
4-Nov-10,30.1,6.3,39.8257,40.6633,73.8727,84.3041,24.3923,3.7795,5.53,5.73,20.786,15.377568,69.479,43.05,49.94,46.0799,46.99,23.4127,27.9817,4.48,10.15,9.06,57.6727,33.905,24.7082,"4,824.89","1,159.97",11016.46,3916.78,"9,214.45",86.49,2.35,3.069,1.3414,70.935,21.49,1.031
5-Nov-10,30.1245,6.22,38.8938,40.2829,73.7327,83.1595,24.0841,3.606,5.62,5.76,20.8921,15.124324,68.3679,42.57,50.01,45.8532,49.68,23.0248,27.7406,4.57,10.16,8.76,56.9446,33.7164,24.7886,"4,842.64","1,158.06",11079.95,3916.73,"9,270.31",86.85,2.35,3.069,1.3305,71.4082,21.56,1.095
8-Nov-10,29.7213,6.29,38.2131,39.9602,73.0713,83.2766,23.784,3.5735,5.58,5.71,20.8745,15.438535,66.9459,42.43,49.66,45.3615,50.5,22.7887,27.4962,4.51,9.97,8.63,56.3173,33.2642,24.0515,"4,817.17","1,165.15",11047.64,3913.7,"9,166.10",87.06,2.35,3.069,1.3263,71.6532,20.71,1.13
9-Nov-10,29.6273,6.48,38.4928,39.7741,72.4668,83.9505,23.7377,3.5076,5.52,5.67,20.6654,15.504191,66.0177,42.28,49.44,45.6224,51.95,22.9249,27.6783,4.55,9.91,8.58,56.6577,32.9063,23.8679,"4,820.45","1,165.32",11106.88,3945.71,"9,042.85",86.72,2.35,3.069,1.3256,71.7948,18.96,1.255
10-Nov-10,28.4462,6.61,37.8663,38.1626,71.8046,84.7158,23.4984,3.5282,5.56,5.69,20.5973,15.644882,66.7755,42.93,49.41,46.3629,50.2,22.6853,27.5686,4.6,10.03,8.65,56.162,32.8772,23.6849,"4,734.30","1,169.77",10994.52,3888.45,"9,187.93",87.81,2.35,3.069,1.3242,72.3227,18.93,1.208
11-Nov-10,27.3442,6.56,37.2715,37.169,69.2721,84.0562,23.1317,3.5162,5.42,5.6,19.6633,16.188889,65.187,42.37,48.88,45.205,49.39,22.3533,27.1758,4.59,10.06,8.65,55.7604,32.9496,23.2764,"4,792.03","1,178.10",10899.07,3867.35,"9,206.93",87.81,2.35,3.069,1.3233,72.3227,19.07,1.208
12-Nov-10,27.7926,6.63,37.5132,36.9998,68.4205,85.4385,23.0076,3.572,5.44,5.6,19.3932,15.743366,64.9032,42.08,48.99,45.0021,49.13,22.1519,26.7636,4.63,10.14,8.6,54.0381,32.9473,23.4825,"4,774.96","1,173.81",10866.49,3831.12,"9,173.54",84.88,2.35,3.069,1.3389,72.5084,19.88,1.348
15-Nov-10,28.5245,6.62,37.0682,37.5165,67.8475,85.1673,22.9486,3.5248,5.41,5.58,19.5461,15.898126,64.2628,42.33,48.44,44.9396,49.5,22.2491,26.9405,4.57,10.07,8.74,54.0199,32.8575,23.6039,"4,755.55","1,176.19",10923.2,3864.24,"9,340.69",84.86,2.35,3.069,1.3384,72.7784,19.03,1.493
16-Nov-10,26.984,6.65,36.5566,36.226,65.3013,83.8643,22.3697,3.4661,5.59,5.42,18.909,15.719917,63.2551,41.69,48.11,43.6264,49,21.7086,25.9308,4.43,9.84,8.58,51.8767,31.7939,22.4311,"4,782.47","1,184.71",10717.73,3762.47,"9,359.60",82.34,2.35,3.069,1.3211,73.5456,19.09,1.467
17-Nov-10,27.4417,6.65,36.7827,36.5191,65.9682,84.5597,22.4333,3.4633,5.64,5.42,18.9591,15.715228,63.6021,41.9,48.28,43.8797,48.14,21.7912,26.1902,4.42,9.9,8.65,52.173,32.1528,22.4707,"4,780.98","1,165.90",10713.23,3792.35,"9,561.98",80.44,2.35,3.069,1.3236,73.3241,20.63,1.457
18-Nov-10,28.6525,6.76,37.4256,37.8554,66.8763,87.1107,22.9493,3.542,5.7,5.53,19.013,16.348339,64.9013,42.57,49.14,44.6229,48.05,22.2535,26.8964,4.48,10.04,8.8,53.2391,32.7867,22.8435,"4,709.59","1,178.17",10844.42,3867.97,"9,476.79",81.85,2.35,3.069,1.318,73.176,19.79,1.488
19-Nov-10,28.0727,6.87,37.4121,38.1579,67.4143,87.2173,22.9891,3.5852,5.73,5.51,18.8771,16.306131,64.7143,42.97,48.88,44.692,47.03,22.2913,27.2268,4.46,10.04,8.85,53.0803,32.4927,23.04,"4,784.64","1,180.26",10827.11,3860.16,"9,397.36",81.51,2.35,3.069,1.3118,73.1837,19.27,1.512
22-Nov-10,28.7421,6.73,36.8014,38.0753,65.7411,87.1912,22.6926,3.5289,5.63,5.47,18.4075,16.371787,64.1509,42.53,48.75,44.1453,45.56,22.059,26.8261,4.4,10.01,8.94,52.3135,31.9917,22.7283,"4,811.39","1,183.08",10796.55,3818.89,"9,351.53",81.74,2.35,3.069,1.3095,73.2149,18.78,1.433
23-Nov-10,27.8316,6.59,35.4531,36.2019,65.5444,84.4702,21.7011,3.3387,5.74,5.3,17.6563,16.024749,61.8365,42.08,47.49,42.5597,44.76,21.2063,25.6593,4.29,9.74,8.95,50.5021,31.0006,21.9283,"4,826.65","1,185.62",10619.29,3724.42,"9,261.34",81.25,2.57,3.221,1.3099,73.7812,19.85,1.386
24-Nov-10,28.1177,6.55,35.3354,36.0151,68.1115,90.5424,21.6397,3.3416,5.85,5.34,17.3944,16.685998,61.7821,42.66,48.03,42.573,45.01,20.9266,25.6821,4.31,9.62,9.71,50.5505,31.2967,21.9413,"4,878.47","1,185.64",10731.1,3747.61,"9,180.85",83.86,2.57,3.221,1.3119,73.6478,20.22,1.558
26-Nov-10,27.89,6.48,35.45,35.0395,68.477,88.148,21.4289,3.2729,5.77,5.4,17.1921,16.381167,61.5074,43.04,47.91,41.7787,45.96,20.7073,24.921,4.36,9.48,9.67,49.9609,31.0874,21.8425,"5,029.39","1,183.78",10809.43,3728.65,"9,223.14",83.76,2.57,3.221,1.3159,74.2716,20.88,1.528
29-Nov-10,26.623,6.4,34.343,33.5625,66.2723,86.4564,20.6675,3.1851,5.89,5.29,16.6665,16.803241,59.9315,42.9,47.08,40.3248,44.83,20.1362,24.1837,4.25,9.28,9.5,48.6679,30.3486,20.9107,"5,015.80","1,183.26",10689.6,3636.96,"8,990.04",85.73,2.57,3.221,1.3117,74.7434,21.2,1.497
30-Nov-10,26.4862,6.35,33.8247,33.1564,66.7151,86.961,20.2442,3.1976,5.78,5.16,16.0267,16.854828,59.1273,42.99,46.58,39.8915,44.65,20.1145,23.6036,4.26,9.28,9.23,48.4239,30.1003,20.5632,"4,983.26","1,184.38",10607.75,3610.44,"9,057.21",84.11,2.57,3.221,1.3223,74.8061,21.83,1.464
1-Dec-10,28.5115,6.46,34.6423,33.7092,69.0611,87.5087,20.7249,3.2684,5.85,5.27,16.2238,17.253453,60.7776,43.91,47.43,41.3841,44.37,20.4489,24.7748,4.33,9.21,9.17,49.4402,31.1202,22.0542,"4,957.66","1,193.57",10809.33,3669.29,"9,321.77",86.75,2.57,3.221,1.3281,74.3786,21.57,1.622
2-Dec-10,30.3623,6.43,34.8056,34.7726,69.717,88.6941,21.0328,3.3192,5.88,5.39,16.6292,17.197177,61.1695,43.98,47.81,42.1582,46.99,20.8807,25.1278,4.45,9.28,9.37,50.2975,31.4798,22.5785,"4,950.47","1,197.96",11076.8,3747.04,"9,364.72",88,2.57,3.221,1.3377,73.8312,19.56,1.675
3-Dec-10,30.5034,6.4,35.2922,35.2319,71.5637,90.4181,21.335,3.4031,5.87,5.43,16.8547,17.290971,61.8827,43.43,48.06,42.6029,46.9,21.127,25.5147,4.49,9.32,9.35,51.0537,31.8515,23.2503,"4,941.23","1,221.06",11082.17,3750.55,"9,295.11",89.19,2.57,3.221,1.3351,73.3383,18.52,1.619
6-Dec-10,30.934,6.32,34.8257,35.0386,72.5918,90.7985,20.9154,3.3648,5.82,5.49,16.7576,17.577044,61.032,43.81,47.66,41.3851,48.05,21.0218,25.3652,4.52,9.27,9.27,51.1376,31.8188,22.876,"4,931.53","1,225.85",11151.35,3749.23,"8,965.22",89.38,2.57,3.221,1.3301,73.5584,18.26,1.522
7-Dec-10,31.6719,6.37,34.2251,35.5779,73.2248,89.6878,21.0019,3.3887,5.94,5.59,16.9898,17.581733,60.9842,43.74,47.71,41.8711,48.24,21.234,25.5611,4.61,9.31,9.4,51.7388,32.0963,23.4465,"4,929.85","1,223.25",11299.44,3810.5,"9,095.49",88.69,2.57,3.221,1.3151,73.5386,18.29,1.752
8-Dec-10,31.1514,5.56,34.2666,35.7645,71.9001,89.4441,21.0769,3.4465,5.97,5.86,17.6105,17.736494,61.0464,43.46,48.11,42.1737,48.16,21.3818,25.8683,4.65,9.31,9.48,51.8572,32.1721,23.0907,"4,763.79","1,213.40",11218.69,3831.98,"9,191.88",88.28,2.57,3.221,1.3001,73.938,19.08,1.852
9-Dec-10,29.9072,5.68,34.9458,36.462,70.7788,89.6509,21.2403,3.5277,6,5.84,18.4859,17.689597,62.165,44.15,47.57,42.4077,48.95,21.4521,26.341,4.87,9.29,9.55,52.2002,32.0987,22.9818,"4,773.46","1,218.71",11263.38,3858.05,"9,068.01",88.37,2.57,3.221,1.2916,73.9667,18.47,1.899
10-Dec-10,30.4953,5.64,34.7034,36.3509,70.2934,88.5712,21.1462,3.5239,6.05,5.86,18.2747,18.008497,62.0657,44.63,47.61,42.2726,49.7,21.4506,26.1244,4.84,9.39,9.55,51.9327,32.3744,22.837,"4,882.57","1,213.54",11280.96,3857.35,"8,786.41",87.79,2.57,3.221,1.2941,73.8277,18.64,1.954
13-Dec-10,30.7948,5.84,34.0081,37.0073,72.1669,90.1838,21.4225,3.5883,6.04,5.86,18.8652,17.80684,63.2557,45.22,48.38,42.7847,51.2,21.8643,26.4973,4.95,9.47,9.74,53.2415,32.7228,22.7186,"4,836.61","1,199.21",11359.73,3892.44,"8,679.70",88.61,2.57,3.221,1.2975,73.2953,20.61,1.892
14-Dec-10,29.0165,5.78,34.0623,37.0871,72.2871,89.3579,21.4813,3.4892,6.14,5.82,18.7376,17.586423,63.588,45.92,49.05,42.9627,51.5,22.1639,26.5392,4.93,9.44,9.82,53.6565,32.9113,22.6616,"4,788.57","1,197.75",11409.81,3902.87,"9,024.12",88.28,2.57,3.221,1.3135,73.2571,20.2,2.044
15-Dec-10,29.3154,5.71,33.2919,36.3239,72.4892,87.0437,21.0915,3.4283,6.18,5.73,18.4559,17.342558,62.0887,45.79,48.93,42.2491,51.2,21.653,26.4712,4.85,9.17,9.57,52.7387,32.2483,21.7986,"4,652.55","1,178.34",11372.81,3880.19,"9,200.75",88.62,2.57,3.221,1.3354,73.5938,22.58,2.099
16-Dec-10,29.7543,5.64,33.4736,36.6701,72.1755,86.0715,21.2238,3.4281,6.3,5.75,18.4972,17.300351,62.3563,45.44,49.29,42.3814,52,21.7731,26.4377,4.88,9.29,9.64,52.8179,32.3089,21.9427,"4,713.61","1,178.59",11329.04,3888.36,"9,319.67",87.7,2.57,3.221,1.3375,73.9025,21.76,2.067
17-Dec-10,30.4852,5.6,33.2068,35.823,72.5423,86.2273,20.9758,3.4176,6.31,5.75,18.5771,17.548905,61.3662,45.13,45.69,42.1692,51.5,21.4306,26.3003,4.88,9.1,9.84,52.4165,32.1326,21.5086,"4,744.41","1,196.69",11426.78,3867.35,"9,252.77",88.02,2.57,3.221,1.3292,74.2145,18.75,1.953
20-Dec-10,29.9681,5.57,33.3263,36.4222,73.3166,85.4989,20.9036,3.433,6.415,5.76,18.1357,18.210155,61.5641,45.96,45.56,42.3122,51.1,21.5004,26.4561,4.87,9.09,9.76,52.4131,32.0801,21.4806,"4,670.69","1,199.73",11433.11,3885.08,"9,286.60",88.81,2.57,3.221,1.3379,74.2705,18.04,1.953
21-Dec-10,30.256,5.59,33.5363,36.9279,74.1832,87.1184,21.0502,3.4073,6.38,5.78,18.4443,18.407123,61.7297,46.8,45.67,42.7159,52,21.6722,26.6314,4.88,9.15,9.72,53.1002,32.4363,22.4895,"4,574.24","1,197.84",11506.65,3927.49,"9,247.16",89.82,2.57,3.221,1.3466,74.2508,18.37,1.962
22-Dec-10,30.4027,5.63,33.4416,36.8866,73.865,87.3643,20.9583,3.4201,6.39,5.88,18.3582,18.538435,61.9723,46.46,45.46,42.4537,52.85,21.7312,26.6014,4.88,9.19,9.78,53.0638,32.6033,22.7517,"4,546.97","1,180.73",11550.16,3919.71,"9,221.98",90.48,2.57,3.221,1.3476,74.2477,20.63,2.001
23-Dec-10,30.7445,5.64,33.7816,37.0154,74.0833,86.515,21.0299,3.39,6.395,5.88,18.3864,18.697885,62.0862,46.28,45.88,42.4467,52.25,21.8695,26.674,4.87,9.31,9.89,53.1387,32.7648,22.7975,"4,662.63","1,198.35",11569.22,3911.32,"9,271.22",91.51,3.11,3.395,1.3615,74.0457,19.56,2.052
29-Dec-10,30.4128,5.67,34.0095,36.5351,74.8817,86.222,21.0311,3.3454,6.23,5.98,18.327,19.218443,62.9987,46.25,46.11,43.054,50.5,21.9237,26.5782,4.93,9.31,10.01,53.6059,33.3682,23.2322,"4,850.02","1,206.07",11628.89,3890.65,"9,297.44",91.12,3.11,3.395,1.3726,73.4277,21.36,2.029
30-Dec-10,29.8821,5.67,33.6007,36.1772,74.8513,86.2855,20.851,3.3202,6.22,5.94,18.2546,19.054303,62.9468,46.36,45.74,42.9903,48.61,21.701,26.3669,4.86,9.24,9.91,53.283,33.189,23.2268,"4,849.20","1,221.53",11569.43,3850.76,"9,202.81",89.84,3.11,3.395,1.3613,73.2121,19.39,2.07
4-Jan-11,31.0447,5.72,34.4896,36.7043,75.7495,87.2954,21.2085,3.3865,6.25,6.02,18.7877,19.194995,64.4196,46.73,46.6,43.4147,49.34,22.1197,26.8445,4.96,9.31,9.83,54.7072,33.6517,24.4695,"4,921.45","1,223.75",11722.56,3916.03,"9,258.23",89.38,3.11,3.395,1.3803,73.0966,17.99,2.017
5-Jan-11,30.5103,5.85,34.1465,36.2638,73.8033,86.2715,21.0153,3.3916,6.21,6.01,18.9966,19.204374,64.3049,46.39,46.67,43.2601,49.71,22.1594,26.3062,5.03,9.23,10.03,54.3004,33.2522,24.1714,"4,924.73","1,228.28",11741.57,3904.61,"9,259.02",90.3,3.11,3.395,1.363,73.5765,17.74,2.158
6-Jan-11,30.962,5.91,33.8677,35.7723,73.7548,86.6342,20.9642,3.3283,6.2,5.85,18.754,19.119959,63.51,45.44,46.79,42.5914,49.63,22.3358,26.1447,5.02,9.23,9.89,54.0193,32.7106,25.4201,"4,838.55","1,233.00",11716.87,3904.42,"9,172.74",88.38,3.11,3.395,1.3585,73.9152,17.25,2.083
7-Jan-11,30.8306,5.76,33.3493,35.1511,72.7303,86.7178,20.5817,3.2445,6.18,5.91,18.4312,19.58893,62.5304,44.81,46.5,42.1386,49.01,22.151,25.68,5.01,9.33,9.9,53.24,32.7099,24.9698,"4,865.52","1,240.40",11674.35,3865.58,"9,145.30",88.03,3.11,3.395,1.3586,74.0203,17.61,1.956
10-Jan-11,29.4795,5.88,33.1548,34.4424,71.7835,86.502,20.285,3.2003,5.39,5.87,17.9297,20.006315,61.8027,44.96,46.18,41.3593,48.61,21.8961,25.3225,4.93,9.22,9.94,52.6568,33.213,24.5999,"4,833.12","1,240.46",11575.26,3802.03,"9,250.09",89.25,3.11,3.395,1.3633,73.963,17.55,1.928
11-Jan-11,31.3153,5.99,32.9437,34.9613,73.3869,87.3314,20.3838,3.249,5.56,5.92,18.0159,19.828106,62.323,44.41,46.84,41.8381,49.15,22.1614,25.6906,4.98,9.19,10.23,53.2496,33.3459,24.7695,"4,840.14","1,241.59",11735.26,3861.92,"9,182.68",91.11,3.11,3.395,1.373,73.9376,17.61,1.962
12-Jan-11,32.2138,6.08,33.547,36.3907,74.8306,88.2142,20.9439,3.4151,5.555,5.99,18.5205,19.982866,64.7263,44.63,47.53,43.1684,49.06,22.7762,26.2108,5.16,9.15,10.42,54.8258,33.7769,25.4957,"4,872.75","1,235.23",11765.29,3945.07,"9,331.97",91.86,3.11,3.395,1.3593,73.587,17.94,1.969
13-Jan-11,31.7157,6,34.2129,37.5848,75.45,89.4341,21.2863,3.4854,5.59,6,20.2313,20.025074,67.2133,44.86,47.43,44.2618,49.95,23.4496,26.6154,5.12,8.94,11.58,56.0868,33.8123,25.5227,"4,872.31","1,242.87",11767,3974.83,"9,277.95",91.4,3.11,3.395,1.3546,72.7699,17.39,1.906
14-Jan-11,32.5482,6.01,34.0596,38.0186,74.2316,89.1663,21.166,3.5497,5.48,6.01,20.5107,20.273629,67.6878,44.27,47.42,44.4654,49.8,23.6872,26.9227,5.11,8.89,11.42,56.7103,33.7386,25.8199,"4,895.60","1,243.91",11742.41,3983.28,"9,126.54",91.54,3.11,3.395,1.3483,72.9959,16.11,1.929
18-Jan-11,32.0026,6.13,34.384,38.7723,74.9625,88.9682,21.092,3.5856,5.11,5.98,20.8646,20.25018,68.2416,43.94,47.96,46.3783,50.3,23.4802,27.701,5.17,9.1,11.34,56.8608,34.1098,26.3566,"4,922.03","1,254.60",11830.32,4012.68,"8,973.87",91.38,3.11,3.395,1.3566,72.7416,16.49,1.952
19-Jan-11,30.8372,6.16,34.6548,39.341,75.1673,88.6038,21.0811,3.6574,4.95,6.06,21.007,19.912521,68.2249,43.35,47.64,45.6902,50.25,23.4713,27.8225,5.2,8.99,11.26,56.8266,34.1094,26.378,"4,875.95","1,258.84",11728.16,3976.71,"8,873.70",90.86,3.11,3.395,1.3601,72.4775,15.45,1.932
20-Jan-11,29.6203,6.02,34.7613,40.3471,72.0696,88.284,21.1641,3.718,5.11,6.04,21.8109,19.452929,70.2598,42.44,46.5,45.7982,48.31,23.3135,28.117,5.09,8.86,11.25,56.5251,33.7102,26.7166,"4,880.92","1,256.77",11505.03,3964.84,"9,006.72",88.86,3.11,3.395,1.3694,72.9733,16.47,2.051
21-Jan-11,29.8238,6.08,35.76,40.3755,71.5472,88.2954,21.9611,3.8122,4.86,6.08,22.533,19.673345,71.4765,42.16,47.42,47.2171,48.13,24.017,28.5521,5.21,8.8,11.31,57.8981,34.3985,26.5108,"4,967.12","1,257.54",11532.69,4017.45,"9,284.90",89.11,3.22,3.659,1.3675,72.4317,17.67,2.02
24-Jan-11,30.2259,6.08,36.413,40.6901,70.7386,87.6149,22.1834,3.8596,4.92,6.11,22.6268,19.91721,70.9488,41.99,48.49,47.7503,47.2,24.1616,28.967,5.29,8.84,11.29,58.535,34.6326,26.9032,"4,966.31","1,258.51",11573.44,4033.21,"9,448.09",87.87,3.22,3.659,1.3653,72.1797,17.52,2.011
25-Jan-11,30.0817,6.05,36.3582,40.4512,72.1961,87.6816,22.231,3.7946,4.85,6,22.2174,19.907831,69.7841,42.2,47.92,47.4189,47.13,24.1065,28.9126,5.19,8.79,11.14,58.3428,34.4485,26.1021,"4,932.56","1,259.78",11501.6,4019.62,"9,463.79",86.19,3.22,3.659,1.3746,72.3624,17.28,1.933
26-Jan-11,30.8455,6.21,36.1805,40.2142,73.8265,88.9479,22.1,3.7269,5.01,6.08,22.3397,21.056811,68.9785,43.83,48.87,47.5284,47.14,24.1751,28.8564,5.32,8.88,11.2,58.8969,34.7697,26.0904,"4,934.32","1,257.88",11612.27,4049.07,"9,408.19",87.33,3.22,3.659,1.3803,72.1463,17.52,2.001
